campLocation,timestamp,source,destination,user,device,eventType,eventDescription,eventSeverity,mlRiskScore,entropy,log_hash,anomaly_score
Mumbai,2023-09-17T16:26,192.168.10.5,10.1.1.2,anonymous,Workstation123,dns-queries,DNS query from IP 192.168.10.5 for domain 'example291.com',critical,0.17,4.631062728597742,8f11efab7f6d2aec94b3a0c74dc3278b537e3662852bb58499b4647d03037f63,1
Mumbai,2023-09-18T09:57,192.168.0.1,172.16.0.20,guest,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 192.168.0.1,warning,0.13,4.549060633705463,f6986b7d5eb808c1ca41075d469e8420fbdde4246863dc3ef58aee4bc66a0b86,1
Mumbai,2023-09-17T19:48,223.53.58.233,2.115.57.194,user123,DeviceXYZ,file-access,File access: Delete to file '/path/to/file192.txt' by user 'user123' from IP 223.53.58.233,informational,0.77,4.590891248751796,c864fc8300f1922e29b1eb5d415c3c918fa889ae7abca68755f47f0bd94b1eb4,1
Mumbai,2023-09-13T19:07,192.168.0.1,192.168.10.6,admin,Workstation123,system-failure,Critical system failure: Error message: 28,error,0.37,4.041625614369224,5deec56349cced60e99a7f1b3e9560eef6e25519a80d21b591d2e0ab1172ffb7,1
Mumbai,2023-09-13T15:27,172.16.1.100,10.10.10.20,admin,ServerABC,firewall-change,Firewall rule change: Port 21014 opened for IP 172.16.1.100,critical,0.3,4.422660583473406,5e471f71023839103f2ec9ee6b36890e64ee58005edbe3522c4e88553470739b,1
Mumbai,2023-09-17T23:02,192.168.10.5,192.168.10.6,admin,DeviceXYZ,auth-failed,Failed login attempt for user 'admin' from IP 192.168.10.5,informational,0.33,4.533946727550482,2cc66b6ad37f8faa91d254f7b0bdfaf04daba1f6204c3ce77fc1cb49c2b84fc8,1
Mumbai,2023-09-15T17:46,192.168.1.100,10.10.10.20,anonymous,Workstation123,firewall-change,Firewall rule change: Port 39277 opened for IP 192.168.1.100,informational,0.3,4.575652212593065,7cd5134fc1bbb78a8e2ae3e18665c7d7392c4ad91a19e378ac80fadad0173030,1
Mumbai,2023-09-16T07:48,172.16.0.10,10.10.10.20,admin,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 172.16.0.10,informational,0.13,4.532660217679404,221885c2df6d0e60391b1cc5f8c4a5202f1f9d6e07c3bd99a5a9c2ef6ecdf6c2,1
Mumbai,2023-09-16T06:33,10.1.1.1,10.1.1.2,anonymous,Workstation123,system-shutdown,System shutdown: Reason3,warning,0.33,3.9701755214643453,e6d772033da8d1546c5849398ec2d880efa19b1d1a9c313854e223514709e755,1
Mumbai,2023-09-17T03:42,192.168.2.5,172.16.1.101,guest,Workstation123,application-usage,User 'guest' used application 'App3',informational,0.13,4.016875695766563,9f9c19a319028508fa4f1bf85ea831f23efc2f78f2a8f0d0c2433f024a3ae288,1
Mumbai,2023-09-17T01:28,192.168.2.5,192.168.0.3,user123,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 192.168.2.5,error,0.13,4.432637698460359,23501e814267502967bc6fbcbc99d18f66083805196fc56a822d24128d178e2c,1
Mumbai,2023-09-17T17:03,10.10.10.10,192.168.2.6,admin,Workstation123,permission-changes,User 'admin' changed permissions for file '/path/to/file535.txt',critical,0.17,4.386587797403417,4541711a2a6be32f69f50cef620c484793e5bf58b64e4596288a920871afa0fb,1
Mumbai,2023-09-14T20:25,192.168.10.5,10.0.0.101,guest,ServerABC,firewall-change,Firewall rule change: Port 4773 opened for IP 192.168.10.5,critical,0.3,4.64023633162601,d7692841eef86046d81808350590bd4a7d005dda13422f8718f2cb0dfc1e357c,1
Mumbai,2023-09-13T16:23,180.109.31.77,177.44.154.77,guest,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 180.109.31.77,informational,0.67,4.590779936679497,91ae186b717ed60bbec1767fa63ad64a0833a4bde4422e91c6b9f7481e18dbd0,1
Mumbai,2023-09-14T13:56,10.0.0.100,10.0.0.101,admin,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 10.0.0.100,critical,0.13,4.414807753111467,ff260b8b6e6249799cfb5ea7ce4c7a7ec1946ec8d00135bdfb074aef1d4b345e,1
Mumbai,2023-09-15T20:16,172.16.0.10,192.168.2.6,admin,DeviceXYZ,malware-detection,Malware detected: File 'file730.txt' found on device 'DeviceXYZ',informational,0.37,4.369054056131191,f83d74ae5c461393e7f8fc489ba48cebeff9d1db49ddccaab097d35c58f90f00,1
Mumbai,2023-09-12T17:18,192.168.1.100,172.16.1.101,admin,Workstation123,application-usage,User 'admin' used application 'App7',error,0.13,4.016875695766563,1caf20aebd5e8edd576fab99e4f52ef1eae26bcac4f3b3da983d80bb2a76fa9b,1
Mumbai,2023-09-16T23:36,192.168.2.5,192.168.2.6,anonymous,ServerABC,auth-success,Successful login for user 'anonymous' from IP 192.168.2.5,error,0.1,4.4244571205244965,82d2ac84ec23341b8bcd11b7177f5f73f47d7831b4cef32d16296d39feb6882c,1
Mumbai,2023-09-15T03:22,172.16.1.100,192.168.0.3,user123,Workstation123,system-failure,Critical system failure: Error message: 78,warning,0.37,4.041625614369224,99f90e0ff25c2b7b38f3622e4703844d09c4a497b43dac15f282f06feb93811b,1
Mumbai,2023-09-18T00:48,172.16.0.10,192.168.10.6,admin,DeviceXYZ,application-errors,Application error: Error message: 91,error,0.27,3.9749375012019263,39c5f1400060999bbc20b6ced110584840d9b3dc8c6301d64282ef2e7649de43,1
Mumbai,2023-09-14T01:25,192.168.0.1,172.16.1.101,admin,Workstation123,firewall-change,Firewall rule change: Port 20705 opened for IP 192.168.0.1,critical,0.3,4.558255512623191,84dd5443f7a5cdf64d69286e9917c1d6224cbbd5d0bb1f3766d03a9813e99ad1,1
Mumbai,2023-09-13T10:54,192.168.0.1,10.10.10.20,anonymous,ServerABC,auth-failed,Failed login attempt for user 'anonymous' from IP 192.168.0.1,informational,0.33,4.526659624583467,9d57b42b9d0717eb199905fe725fb43eeab4a366f766ee401933e06ba17836c3,1
Mumbai,2023-09-12T17:47,77.125.247.25,217.115.53.248,admin,ServerABC,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 77.125.247.25,informational,0.9,4.489109769239037,9b89e04d449d25b8cd8884f317489e6e2e66b04d2993c161ba77a3cbec868fb2,1
Mumbai,2023-09-16T17:41,172.16.1.100,10.0.0.101,user123,ServerABC,application-usage,User 'user123' used application 'App1',warning,0.13,4.10293343438235,915612a33e89dc11f7c00b014f33ff1a37f3b28dd7de4679f36555cc0d02406f,1
Mumbai,2023-09-13T10:16,192.168.1.100,172.16.1.101,guest,Workstation123,malware-detection,Malware detected: File 'file595.txt' found on device 'Workstation123',informational,0.37,4.464670515253233,72376b68ce210b44c1a32929e6acaca7465dd42f7984189fa57f0efa55c229b4,1
Mumbai,2023-09-15T05:18,10.0.0.2,192.168.0.2,anonymous,ServerABC,auth-success,Successful login for user 'anonymous' from IP 10.0.0.2,warning,0.1,4.2542289384661105,fb1f3e7d5ce135c42cfc2aa7c70082edbbebb2618a8d485850a6dc43d317422e,1
Mumbai,2023-09-13T06:36,192.168.0.1,192.168.2.6,guest,DeviceXYZ,application-usage,User 'guest' used application 'App8',error,0.13,4.016875695766563,6aa3ba78e76d880f10577cb8c70733fd18ce7b38a61267513a4832efcf800403,1
Mumbai,2023-09-17T03:35,100.157.218.227,117.88.226.59,guest,Workstation123,application-errors,Application error: Error message: 13,error,0.8,3.9749375012019263,5bec62176948872a9665a7015c979a867a77c17574e45c7b04146a35d30237b2,1
Mumbai,2023-09-17T17:23,192.168.0.1,192.168.10.6,anonymous,ServerABC,dns-queries,DNS query from IP 192.168.0.1 for domain 'example55.com',critical,0.17,4.630280869184506,bae6d1c76732258493483118d57bcc3493f62d677bf60ed4054cf9cd485b87c8,1
Mumbai,2023-09-17T14:39,192.168.2.5,192.168.2.6,user123,ServerABC,application-errors,Application error: Error message: 52,error,0.27,3.9749375012019263,90368e1b70d4e46cc6aba55613b7aca346ecfbdb32a8a208d52350d7a1456da9,1
Mumbai,2023-09-16T05:12,192.168.0.1,10.0.0.101,guest,Workstation123,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 192.168.0.1,informational,0.37,4.474923786040803,1e3b90a18be7ad32f97e5d355a76f7641b126953f0eef9542cb148ad7cb40e50,1
Mumbai,2023-09-15T18:00,192.168.10.5,10.0.0.101,anonymous,Workstation123,dns-queries,DNS query from IP 192.168.10.5 for domain 'example684.com',error,0.17,4.687012944077683,a1fb2ee1e36d70f8fdb1ff2fa90c63874cca2272de0a03b5981c6961042c9188,1
Mumbai,2023-09-12T19:21,10.0.0.2,192.168.0.3,user123,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 10.0.0.2,warning,0.13,4.278302741918052,6e55256fbff1c74457253f761abc6182ba49d5773f857162cb84d516490a6c4c,1
Mumbai,2023-09-16T08:47,192.168.0.1,192.168.0.2,user123,ServerABC,auth-failed,Failed login attempt for user 'user123' from IP 192.168.0.1,informational,0.33,4.522225040777257,d020e5feaa8c43474420094419f3caf10b6d154c72102f9179ade2a6b69b5555,1
Mumbai,2023-09-16T23:25,10.0.0.2,192.168.0.3,anonymous,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 10.0.0.2,warning,0.13,4.278302741918052,18f8ab5a800f3ffef81db9deb4d81ba7db36c36dd4a3465cef13b858716b5b89,1
Mumbai,2023-09-14T15:44,192.168.0.1,192.168.0.2,guest,DeviceXYZ,application-usage,User 'guest' used application 'App9',critical,0.13,4.016875695766563,bdbc18394109179bee26cd038f9d49750bfb0bcda3bbddb21556e7040bed49e6,1
Mumbai,2023-09-17T15:17,172.16.0.10,172.16.0.20,guest,Workstation123,api-called,API called: API1 from IP 172.16.0.10,error,0.2,4.062305474194333,33f2186946a4a1e44b2bdc51ba978d40317419ff71cbd11a6852b6d41a067a2f,1
Mumbai,2023-09-16T05:42,192.168.1.100,192.168.2.6,user123,Workstation123,application-errors,Application error: Error message: 6,informational,0.27,3.900153016697712,711636940f2336568eeb1305e5d7ac87fcd2bdc5fb85bb7c5352dfb22ade1385,1
Mumbai,2023-09-14T01:29,172.16.0.10,192.168.2.6,anonymous,DeviceXYZ,firewall-change,Firewall rule change: Port 41241 opened for IP 172.16.0.10,informational,0.3,4.453085418310952,d8ba1a7a51cc3ff1e4c0794f97d6af3370f4e53c0cb63cdcea34232c85ad7dc3,1
Mumbai,2023-09-14T11:56,192.168.10.5,10.0.0.101,user123,Workstation123,firewall-change,Firewall rule change: Port 669 opened for IP 192.168.10.5,warning,0.3,4.510362330212914,503e51cd4dadf6fe13bb4e55e6f1478bacd1c87ba388dd27272399d00ce546e3,1
Mumbai,2023-09-16T00:57,172.16.1.100,172.16.1.101,anonymous,ServerABC,auth-failed,Failed login attempt for user 'anonymous' from IP 172.16.1.100,error,0.33,4.488166423458148,5e028806bc8d4f57eb9e8427a1e20e2cdd029a27210b82c3e443de1df38c8193,1
Mumbai,2023-09-15T07:09,192.168.10.5,10.1.1.2,admin,Workstation123,software-update,Software update: Software3 updated to version v2,critical,0.27,3.996653522439334,2ea6b4fa744c9de8b8fc95ccbf0d01124a0b93a2e92b55ca82953199f6027d34,1
Mumbai,2023-09-17T06:33,192.168.0.1,172.16.0.20,user123,Workstation123,file-access,File access: Delete to file '/path/to/file46.txt' by user 'user123' from IP 192.168.0.1,critical,0.23,4.651365503513839,3875b74a112a2ab81e8c28a3cf2e60a4f9fecc4d7021135387cb19dd9a83c3b5,1
Mumbai,2023-09-14T23:02,172.16.1.100,172.16.0.20,admin,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 172.16.1.100,informational,0.13,4.513558599134237,3242b788646ff661b98363f79a9b4bd0500913b711b59d4bb2265353bdba7f54,1
Mumbai,2023-09-17T13:10,192.168.0.1,10.10.10.20,admin,Workstation123,firewall-change,Firewall rule change: Port 32989 opened for IP 192.168.0.1,critical,0.3,4.523772754002501,9ab388d5511f87837c68cd22c0e7f1c33d02ab812eca7a2bd2e4ec8db7c8201e,1
Mumbai,2023-09-14T13:02,10.1.1.1,10.10.10.20,anonymous,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 10.1.1.1,critical,0.13,4.2329892026756175,1ea76123a6bb416af5dc21692802ff43fbb48d91e3185d9cc2ae23e42a246560,1
Mumbai,2023-09-18T07:03,10.0.0.100,192.168.0.2,admin,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 10.0.0.100,critical,0.13,4.223661954613669,e02e16d0df998cb04440ca1e11b7175942ad0d7f82ab40fb9e1210d637fc88b9,1
Mumbai,2023-09-18T05:42,192.168.0.1,10.1.1.2,guest,ServerABC,application-errors,Application error: Error message: 98,critical,0.27,3.9749375012019263,a91f55a3b36875f347e47e2648eddb3ee94ff208511b3862c2753e394e612988,1
Mumbai,2023-09-13T22:42,192.168.0.1,10.10.10.20,guest,Workstation123,application-usage,User 'guest' used application 'App1',critical,0.13,4.016875695766563,80583e62aa3dc9fd783a38f7b16c75cacbc9a5866d53653167acab12423e51a9,1
Mumbai,2023-09-12T18:09,10.0.0.2,10.0.0.101,anonymous,DeviceXYZ,system-shutdown,System shutdown: Reason3,informational,0.33,3.9701755214643453,a23772a8e18cb6d0e8c9f55c0ea4c52f222347214083d050857cef6604f19639,1
Mumbai,2023-09-17T03:27,192.168.2.5,192.168.2.6,user123,DeviceXYZ,system-shutdown,System shutdown: Reason7,error,0.33,3.9701755214643453,2623ba147d175900159e810cd4ae27919cc1be2c2bd8db5ae0a97b578155876c,1
Mumbai,2023-09-18T02:22,192.168.10.5,10.1.1.2,admin,ServerABC,system-shutdown,System shutdown: Reason3,error,0.33,3.9701755214643453,68b6f7c5c3693dc3a1eb46d00180d42a8fecd1beeacd0a0786c5ce823229ae60,1
Mumbai,2023-09-14T12:35,192.168.0.1,10.0.0.101,guest,ServerABC,firewall-change,Firewall rule change: Port 15803 opened for IP 192.168.0.1,warning,0.3,4.54980335752538,a5db121d1dfcdf643e3a17b1fb2c3f23bb91bc395de4e814790c4991fa181bc2,1
Mumbai,2023-09-17T19:07,10.0.0.2,10.0.0.101,user123,DeviceXYZ,file-access,File access: Write to file '/path/to/file549.txt' by user 'user123' from IP 10.0.0.2,critical,0.23,4.642443080224502,0e90c965329b5210353f47b5b6b595ae091d547038f320059fcd8cccec1ae89c,1
Mumbai,2023-09-14T17:33,192.168.0.1,172.16.1.101,anonymous,ServerABC,software-update,Software update: Software5 updated to version v1,error,0.27,3.996653522439334,3799b581b4a1565852ddf22ac137912ee15df9a0f5935a950b7f0a57bce22a2c,1
Mumbai,2023-09-18T10:09,44.65.152.43,175.39.156.45,user123,DeviceXYZ,auth-lockout,User 'user123' locked out after multiple failed login attempts from IP 44.65.152.43,warning,0.9,4.533307530678432,a3a1e2ae9f658485efa3fac0162ecc13d7fea97f5c334325998dfb53def7a588,1
Mumbai,2023-09-13T02:14,10.1.1.1,192.168.2.6,anonymous,Workstation123,api-called,API called: API3 from IP 10.1.1.1,informational,0.2,3.8966879684212654,f0c20a5dbfafcaf5bcc5d5cf74e36ee7e314ccd0323773494d3e8f020be1ba2c,1
Mumbai,2023-09-14T06:57,63.28.169.236,20.88.130.145,user123,DeviceXYZ,auth-success,Successful login for user 'user123' from IP 63.28.169.236,warning,0.63,4.342790067330573,4f220e0f3b16d9624f84f7657d5ae86624c3bc60844377bbda2a49e3dae46fa4,1
Mumbai,2023-09-18T03:47,172.16.1.100,172.16.0.20,admin,Workstation123,system-restart,System restart: Reason8,critical,0.3,3.6424896731661263,61d9c763fcf10a65d62773f14db0f731291ab76f64580647bafcc7e2448e08bc,1
Mumbai,2023-09-14T00:57,192.168.2.5,192.168.0.2,anonymous,DeviceXYZ,permission-changes,User 'anonymous' changed permissions for file '/path/to/file462.txt',critical,0.17,4.479253334834291,1aff1a162cb45e842eaa104e0f26735151f214a7a61bf54284def94daef59b34,1
Mumbai,2023-09-16T06:33,15.53.139.59,25.91.177.52,admin,DeviceXYZ,application-usage,User 'admin' used application 'App7',warning,0.67,4.016875695766563,ce946e1fd74cf5993a585eb333d7a16cd871f5edb39c9659dfe0a38a31324df8,1
Mumbai,2023-09-13T05:00,10.0.0.100,192.168.2.6,anonymous,ServerABC,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 10.0.0.100,error,0.37,4.386044656864888,b2488999df61eda8c00ea3f92f386f560c3a6c6691e6a3f25a9b7c53d7a3c9ed,1
Mumbai,2023-09-14T13:03,192.168.1.100,192.168.10.6,user123,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 192.168.1.100,warning,0.13,4.556148107288491,7706b24a1ec5b483099e91960b3417880e05bb293b4d9f2913cb5886e2a3a2f4,1
Mumbai,2023-09-14T17:39,192.168.1.100,192.168.0.2,admin,Workstation123,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 192.168.1.100,informational,0.37,4.507521659535707,1e9c1e993fc3ca015a99a4c6b2f0fee3464581566a272c77d25d5fbe26bd0e01,1
Mumbai,2023-09-15T22:33,172.16.1.100,192.168.0.2,guest,DeviceXYZ,software-update,Software update: Software5 updated to version v4,informational,0.27,3.996653522439334,3f8ea1a72610cc8853baf53949cfdc8b740298c292c7f779610078c74f88bda5,1
Mumbai,2023-09-18T05:20,192.168.1.100,192.168.2.6,admin,ServerABC,system-shutdown,System shutdown: Reason7,error,0.33,3.9701755214643453,d95249b8970e2238565407eeb9c61d4437d2a45bec7126113fff4eaa37b30fca,1
Mumbai,2023-09-14T02:39,192.168.2.5,192.168.2.6,anonymous,Workstation123,malware-detection,Malware detected: File 'file734.txt' found on device 'Workstation123',error,0.37,4.464670515253233,2dc4a9b04894d2442d10dd4121dd32170ce243e619cd8404ca12dc24d5c84168,1
Mumbai,2023-09-14T10:35,192.168.1.100,10.0.0.101,admin,Workstation123,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 192.168.1.100,warning,0.37,4.507521659535707,47da6c48d8d04c63e213b8b299c951187da01e5a4ca273544dc70c317a5d59e2,1
Mumbai,2023-09-16T08:48,192.168.0.1,192.168.2.6,anonymous,ServerABC,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 192.168.0.1,error,0.37,4.532414883377147,5cb78221e81f770d1fb21ec7a7bdbad38a6f79ad92fe0486e24f7a03db1fa16e,1
Mumbai,2023-09-16T04:13,192.168.0.1,10.1.1.2,user123,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 192.168.0.1,warning,0.13,4.379439132922055,22dbe2709030426cb37c948f49b009385b31732a55461da9524fc8a8e3faaae7,1
Mumbai,2023-09-16T14:03,192.168.2.5,10.1.1.2,user123,Workstation123,system-shutdown,System shutdown: Reason6,warning,0.33,3.9701755214643453,58f5b4576085ce09213bee442bed6c477b21bffe59ebe3158b78146b6000d8ad,1
Mumbai,2023-09-12T22:51,172.16.0.10,192.168.0.2,guest,DeviceXYZ,dns-queries,DNS query from IP 172.16.0.10 for domain 'example336.com',critical,0.17,4.606290944675378,734a47244fc0c7c9ca60e87dd1f9dad00d6e83304a6b39b331db4016e0d843b7,1
Mumbai,2023-09-14T23:01,191.214.126.182,91.231.34.27,admin,ServerABC,file-access,File access: Delete to file '/path/to/file413.txt' by user 'admin' from IP 191.214.126.182,informational,0.77,4.696268398255841,52489221673e381575904408c30d65a277e231f0fa64a43951b8efc2a22d2846,1
Mumbai,2023-09-16T13:06,192.168.0.1,10.0.0.101,admin,DeviceXYZ,file-access,File access: Read to file '/path/to/file729.txt' by user 'admin' from IP 192.168.0.1,warning,0.23,4.753002085912633,eeccf6c6415aec1dd43cc63c9acfffb6ee02077b556a169d55718d81a5dc4470,-1
Mumbai,2023-09-16T01:47,172.16.0.10,10.0.0.3,guest,ServerABC,application-usage,User 'guest' used application 'App8',informational,0.13,4.016875695766563,d8ada19b1bb3746c76e6f41b038e45a2e41021af77e83c19bc18865d5cc750c8,1
Mumbai,2023-09-15T19:31,172.16.0.10,192.168.10.6,anonymous,DeviceXYZ,software-update,Software update: Software6 updated to version v1,critical,0.27,3.996653522439334,66a2ab1233413394d7301f3e39e04583591ceba69a1db4b044dbf05e86f86554,1
Mumbai,2023-09-14T13:43,10.1.1.1,10.0.0.3,user123,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 10.1.1.1,error,0.13,4.405541034473663,0640222c50a4d811d7308acf5a9e0029a4fbe35695e62e4c6bc9bba6a8085071,1
Mumbai,2023-09-15T15:28,10.0.0.2,10.0.0.101,anonymous,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 10.0.0.2,error,0.13,4.269378141896235,734c728707f0655359b7dc067d941dad16cb5983d6c7d9199dede41360accddd,1
Mumbai,2023-09-13T11:52,172.16.0.10,192.168.0.3,anonymous,ServerABC,system-restart,System restart: Reason6,error,0.3,3.6424896731661263,af736c9073cb6e7603008cee75ce7b92afcedd1267d321c5922a5afdf2477ab9,1
Mumbai,2023-09-16T07:30,172.16.1.100,10.0.0.3,guest,ServerABC,system-shutdown,System shutdown: Reason1,critical,0.33,3.9701755214643453,7152eaa5efddb385579feb4c3a9a1cb6b8df33eaa317f4e9b0b9db44ff5302a8,1
Mumbai,2023-09-15T18:39,10.0.0.100,10.0.0.3,user123,ServerABC,permission-changes,User 'user123' changed permissions for file '/path/to/file226.txt',error,0.17,4.473958657362324,57dddc0c9861be583369311e51c489ec9c8095a2fd4c80715d098271aa75c1ac,1
Mumbai,2023-09-16T06:28,237.172.55.49,235.197.94.127,user123,Workstation123,dns-queries,DNS query from IP 237.172.55.49 for domain 'example914.com',critical,0.7,4.676520007688447,7a810604f66c49c7ca1551d5d17cdda49c8fad831d95a5472f3fbbfa97589eb7,1
Mumbai,2023-09-18T09:48,192.168.2.5,192.168.2.6,admin,DeviceXYZ,application-usage,User 'admin' used application 'App6',critical,0.13,4.016875695766563,b2058bb862a0bd25488cfc388f5a18d0f40d9b5fea83e2f3da468fc8b0ccd17d,1
Mumbai,2023-09-14T20:46,192.168.0.1,10.0.0.101,user123,ServerABC,auth-success,Successful login for user 'user123' from IP 192.168.0.1,warning,0.1,4.350977268741802,f077f30caf1384f39c1e93e4bfaf55d2cd4b7e3469af3fb4201811415afb34dc,1
Mumbai,2023-09-13T01:35,10.1.1.1,10.0.0.3,user123,ServerABC,dns-queries,DNS query from IP 10.1.1.1 for domain 'example405.com',warning,0.17,4.474123438112911,e73d9b48ad102578dfa539498b907fb1c52bf5b6da8e416fb72997dd4cf809e4,1
Mumbai,2023-09-13T12:42,172.16.1.100,192.168.10.6,anonymous,Workstation123,malware-detection,Malware detected: File 'file183.txt' found on device 'Workstation123',error,0.37,4.435685008006856,ce34987334d4a0bf8909c41e84378a697c8b6ca72bf9536c00c0683f4d8a558a,1
Mumbai,2023-09-13T22:24,192.168.2.5,172.16.1.101,anonymous,DeviceXYZ,system-restart,System restart: Reason3,critical,0.3,3.6424896731661263,57be6ba615f624dcb239e75213a7e09caf8a76e800f7dde6bbe220484583d139,1
Mumbai,2023-09-18T01:36,192.168.10.5,172.16.1.101,anonymous,DeviceXYZ,auth-failed,Failed login attempt for user 'anonymous' from IP 192.168.10.5,informational,0.33,4.572765012132931,d44041b40c5c418c530ca01e17ac0541f817a8cd4a28ad8ef9c74279865462bd,1
Mumbai,2023-09-13T01:26,172.16.0.10,172.16.0.20,guest,Workstation123,malware-detection,Malware detected: File 'file278.txt' found on device 'Workstation123',critical,0.37,4.464670515253233,f9be6403b0dce2f96894ce46d6847933096d60fe7acc733236a97cb1ce14b6ce,1
Mumbai,2023-09-15T02:52,172.16.1.100,10.0.0.3,admin,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 172.16.1.100,informational,0.13,4.558334712716668,262eb6c095989754d0018bc383cd886b29ca4f760c2ede6978967725de462a40,1
Mumbai,2023-09-15T18:37,10.10.10.10,192.168.0.2,admin,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 10.10.10.10,critical,0.13,4.2581772191776865,a7f43d21d166fedd96963379d931629b3637598b0bc26944de4876831738eec9,1
Mumbai,2023-09-14T21:08,172.16.1.100,192.168.0.2,user123,Workstation123,api-called,API called: API1 from IP 172.16.1.100,critical,0.2,4.034211650619112,6bbde7fd3cfcc54c991906cf042e93a07ada8b5c901b89758702c71356034e4f,1
Mumbai,2023-09-18T07:13,172.16.1.100,192.168.2.6,anonymous,DeviceXYZ,permission-changes,User 'anonymous' changed permissions for file '/path/to/file166.txt',error,0.17,4.449841570128409,249448038f73728aeb0826fe83cde7d5cabd85fc86c84c3e221a377e5c9a323f,1
Mumbai,2023-09-16T15:24,10.0.0.100,192.168.0.2,anonymous,DeviceXYZ,software-update,Software update: Software5 updated to version v2,critical,0.27,3.996653522439334,8bf468abd3d12069256b36bb31debf07c87354d6a59ed58776eb10ea4310b55a,1
Mumbai,2023-09-13T12:00,10.0.0.2,192.168.2.6,admin,DeviceXYZ,auth-success,Successful login for user 'admin' from IP 10.0.0.2,error,0.1,4.305142250383773,2afb2ef97cbb281ce8e486fbf9c477bca63e0f589f5fcfa3184bd064e58c6a30,1
Mumbai,2023-09-16T18:38,192.168.10.5,10.0.0.3,anonymous,ServerABC,firewall-change,Firewall rule change: Port 39298 opened for IP 192.168.10.5,warning,0.3,4.571048507238888,5132d3841a4631eb1f5067d5972f86688504c77ba98f2a104d11b384f2d41bf2,1
Mumbai,2023-09-13T23:13,10.10.10.10,172.16.1.101,guest,Workstation123,application-usage,User 'guest' used application 'App7',warning,0.13,4.016875695766563,68d93bbced06ae923e71c6f6f347d84b0139e142f6997d3bdcbfd5cfc28fcccc,1
Mumbai,2023-09-15T08:44,192.168.0.1,10.10.10.20,user123,Workstation123,auth-failed,Failed login attempt for user 'user123' from IP 192.168.0.1,warning,0.33,4.522225040777257,2bd6959ff8330af9ecff5a61d7b6b3698007ba35fa365f2e6b1f9649eb8d3012,1
Mumbai,2023-09-15T02:20,10.1.1.1,172.16.1.101,guest,Workstation123,dns-queries,DNS query from IP 10.1.1.1 for domain 'example423.com',critical,0.17,4.511160475149948,acb364134b44db19d90ec6ba100dd273445c6494f52a9ff99cc161586e369147,1
Mumbai,2023-09-15T00:31,172.68.220.47,172.195.130.211,anonymous,DeviceXYZ,api-called,API called: API1 from IP 172.68.220.47,informational,0.73,4.231369869151726,2fe4639862301e69d662b4c0395f379cf3279605edc5f78bac9a804762403700,1
Mumbai,2023-09-17T08:26,172.16.0.10,10.0.0.101,admin,ServerABC,firewall-change,Firewall rule change: Port 45913 opened for IP 172.16.0.10,informational,0.3,4.58428611614607,d58b96db3989e84738d9c1c0579298764c2f77323c9a4e231a7c0d9aef7e229f,1
Mumbai,2023-09-15T23:25,172.16.1.100,192.168.0.2,user123,DeviceXYZ,system-restart,System restart: Reason9,informational,0.3,3.6424896731661263,91d95b22d0a4d9a491c0339360987e983cc9939e1b95236358de39c3f85dd0fc,1
Mumbai,2023-09-14T07:27,172.16.1.100,10.0.0.3,user123,DeviceXYZ,permission-changes,User 'user123' changed permissions for file '/path/to/file296.txt',critical,0.17,4.515699377092075,361fa2ebc524909db1d9f9079ca31d993e097f783322a4593239897c2b7e66c1,1
Mumbai,2023-09-15T23:21,10.0.0.2,10.10.10.20,anonymous,DeviceXYZ,dns-queries,DNS query from IP 10.0.0.2 for domain 'example751.com',informational,0.17,4.534218113998772,c70b6fabfa219d8199d5f419929c58cfc53cd78f3c3b8da6ebd81ddc1b226590,1
Mumbai,2023-09-18T14:12,172.16.1.100,192.168.0.2,admin,DeviceXYZ,system-restart,System restart: Reason5,error,0.3,3.6424896731661263,29eb3005f417b27c13471d40b1c2badadae7700fc8f600f7887852342a203b53,1
